count	file	class	tokens
89	com/moonsworth/lunar/genesis/MixinHelper6$Data26.java	MixinHelper6$Data26	field,flag,number,obj
89	com/moonsworth/lunar/genesis/MixinHelper4$Data14.java	MixinHelper4$Data14	field,number,obj
89	com/moonsworth/lunar/genesis/MixinHelper132$Data2.java	MixinHelper132$Data2	field,number,obj,value
89	com/moonsworth/lunar/genesis/MixinHelper112$Data.java	MixinHelper112$Data	field,number,obj
89	com/moonsworth/lunar/client/util/colorsaturation/ColorsaturationHandler.java	ColorsaturationHandler	field,method,number,value
89	com/moonsworth/lunar/client/mod/render/ServerHolograms.java	ServerHolograms	arg,field,flag,method,number,value
89	com/moonsworth/lunar/client/lighting/LightingExtension2.java	LightingExtension2	field,flag,method,obj,text,value
89	com/moonsworth/lunar/client/killsounds/Killsounds4.java	Killsounds4	field,method,number,obj,text
89	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderGlintTransform.java	EventRenderGlintTransform	field,flag,method,value
89	com/moonsworth/lunar/client/framework/feature/waypoints/Gui2Loader_2.java	Gui2Loader_2	flag,method,number,text,value
89	com/moonsworth/lunar/client/framework/feature/screenshot/Screenshot2.java	Screenshot2	field,flag,method,number,text
88	com/moonsworth/lunar/genesis/MixinHelper41.java	MixinHelper41	field,number,obj
88	com/moonsworth/lunar/forge/lib/MixinCommon3.java	MixinCommon3	field,method,number,text
88	com/moonsworth/lunar/client/util/ThreadModuleDump25.java	ThreadModuleDump25	field,flag,method,text,value
88	com/moonsworth/lunar/client/mod/hud/SkyblockProfessorGuardianHp.java	SkyblockProfessorGuardianHp	field,method,text,value
88	com/moonsworth/lunar/client/mixin/EntityRendererMixin2.java	EntityRendererMixin2	arg,field,flag,method,number,value
88	com/moonsworth/lunar/client/horsestats/Horsestats4.java	Horsestats4	field,method,text
88	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplate/RewindhandlersNameplate_4.java	RewindhandlersNameplate_4	field,flag,method,text
88	com/moonsworth/lunar/client/framework/feature/pkg/Pkg3.java	Pkg3	flag,method,number,value
87	com/moonsworth/lunar/genesis/SerializableImpl_2.java	SerializableImpl_2	field,method,obj,value
87	com/moonsworth/lunar/forge/lib/mixin/Bootstrap.java	Bootstrap	field,method,number,text
87	com/moonsworth/lunar/forge/lib/guava/primitives/UnsignedInts.java	UnsignedInts	number,text
87	com/moonsworth/lunar/forge/lib/MixinHelper4.java	MixinHelper4	arg,field,flag,method,number
87	com/moonsworth/lunar/forge/lib/MixinAlt8.java	MixinAlt8	field,method,number
87	com/moonsworth/lunar/client/util/ThreadModuleDump61.java	ThreadModuleDump61	field,flag,method,text
87	com/moonsworth/lunar/client/mod/misc/SkyblockLassoHelper.java	SkyblockLassoHelper	field,method,text,value
87	com/moonsworth/lunar/client/mod/combat/DamageTint.java	DamageTint	field,method,number,value
87	com/moonsworth/lunar/client/mixin/WebSocketClientHandler.java	WebSocketClientHandler	field,flag,method,number,text
87	com/moonsworth/lunar/client/horsestats/Horsestats$Data2.java	Horsestats$Data2	field,flag,method,number,text,value
86	com/moonsworth/lunar/legacy/wrapper/ICodecImpl.java	ICodecImpl	arg,field,flag,method,number,text
86	com/moonsworth/lunar/genesis/NumberImpl2.java	NumberImpl2	field,method,number,obj,text,value
86	com/moonsworth/lunar/forge/lib/guava/hash/BloomFilter.java	BloomFilter	number,obj,text,value
86	com/moonsworth/lunar/forge/lib/guava/cache/CacheBuilderSpec.java	CacheBuilderSpec	number,obj,text
86	com/moonsworth/lunar/forge/lib/OutputStreamBase9.java	OutputStreamBase9	field,method,number
86	com/moonsworth/lunar/forge/lib/MixinHelper93.java	MixinHelper93	field,method,number
86	com/moonsworth/lunar/forge/lib/InputStreamLoader4_2.java	InputStreamLoader4_2	field,flag,method,number
86	com/moonsworth/lunar/client/util/ThreadModuleDump92.java	ThreadModuleDump92	field,method,number,value
86	com/moonsworth/lunar/client/mod/misc/TransformationDebug.java	TransformationDebug	arg,field,method
86	com/moonsworth/lunar/client/mod/misc/SkyblockAutoRequeue.java	SkyblockAutoRequeue	field,method,text
86	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/Rewindhandlers2Impl.java	Rewindhandlers2Impl	field,flag,method,number,text,value
86	com/moonsworth/lunar/client/framework/feature/onesevenvisuals/modern/Modern.java	Modern	field,method,value
85	com/moonsworth/lunar/genesis/MixinHelper8$Type$2.java	MixinHelper8$Type$2	number
85	com/moonsworth/lunar/genesis/MixinHelper7$Data18.java	MixinHelper7$Data18	field,number,obj
85	com/moonsworth/lunar/genesis/MixinHelper22_3.java	MixinHelper22_3	flag,number,value
85	com/moonsworth/lunar/forge/lib/guava/util/concurrent/Uninterruptibles.java	Uninterruptibles	flag,number,value
85	com/moonsworth/lunar/forge/lib/guava/collect/AbstractBiMap.java	AbstractBiMap	flag,obj,value
85	com/moonsworth/lunar/client/mod/render/WorldeditCui.java	WorldeditCui	arg,field,method
85	com/moonsworth/lunar/client/mod/render/SkyblockCreeperBeams.java	SkyblockCreeperBeams	field,flag,method,number,value
85	com/moonsworth/lunar/client/mod/misc/BasicDebugMod.java	BasicDebugMod	arg,field,method
85	com/moonsworth/lunar/client/horsestats/mixin/Horsestats3.java	Horsestats3	arg,field,flag,method,number,text,value
85	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderEntityLabel.java	EventRenderEntityLabel	field,method,number,obj,value
85	com/moonsworth/lunar/client/glintcolorizer/mixin/Glintcolorizer3Iterator.java	Glintcolorizer3Iterator	field,method,text,value
85	com/moonsworth/lunar/client/framework/feature/mod/gui/Gui2.java	Gui2	field,method,number,value
85	com/moonsworth/lunar/client/framework/feature/mod/fishing/mixin/Fishing4.java	Fishing4	arg,field,flag,method,number,text
85	com/moonsworth/lunar/client/framework/feature/mod/fishing/mixin/Fishing3.java	Fishing3	field,method,number,obj,text
85	com/moonsworth/lunar/client/framework/feature/killsounds/mixin/Killsounds.java	Killsounds	arg,field,flag,method,text,value
84	net/minecraft/item/ItemMap.java	ItemMap	flag,i,j,k
84	com/moonsworth/lunar/genesis/MixinHelper62333.java	MixinHelper62333	field,method,number,obj,value
84	com/moonsworth/lunar/forge/lib/guava/util/concurrent/SmoothRateLimiter.java	SmoothRateLimiter	number,value
84	com/moonsworth/lunar/client/rewindhandlers/Rewindhandlers3.java	Rewindhandlers3	field,method,number,obj,text
84	com/moonsworth/lunar/client/mod/render/SkyblockRainbowBellWaypoints.java	SkyblockRainbowBellWaypoints	field,method,value
84	com/moonsworth/lunar/client/mod/render/CustomDroppedItems.java	CustomDroppedItems	arg,field,flag,method,text,value
84	com/moonsworth/lunar/client/mod/player/ItemDropProtection.java	ItemDropProtection	field,method,number
84	com/moonsworth/lunar/client/markers/mixin/rewindhandlers/Markers3Handler.java	Markers3Handler	field,method,number,value
84	com/moonsworth/lunar/client/glintcolorizer/JsonDeserializerIterator.java	JsonDeserializerIterator	field,method,text
84	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer$Data.java	Glintcolorizer$Data	field,method,number,text,value
84	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplate/RewindhandlersNameplate2.java	RewindhandlersNameplate2	arg,field,method,number,text,value
84	com/moonsworth/lunar/client/framework/feature/rewind/RewindIterator22.java	RewindIterator22	field,method,number,text,value
84	com/moonsworth/lunar/client/framework/feature/mod/highlight/HighlightType3.java	HighlightType3	arg,method,text
84	com/moonsworth/lunar/client/framework/feature/chat/Chat4.java	Chat4	arg,field,flag,method,text
83	com/moonsworth/lunar/forge/lib/guava/collect/ImmutableMultiset.java	ImmutableMultiset	arg,number,obj,value
83	com/moonsworth/lunar/forge/lib/MixinExtra3_2.java	MixinExtra3_2	field,number,text
83	com/moonsworth/lunar/client/util/ThreadModuleDump71.java	ThreadModuleDump71	field,flag,method,number,value
83	com/moonsworth/lunar/client/mod/misc/SkyblockRarityBackground.java	SkyblockRarityBackground	field,method,number,text
83	com/moonsworth/lunar/client/mod/misc/ModsEnabledDebugMod.java	ModsEnabledDebugMod	arg,field,flag,method,number,text
83	com/moonsworth/lunar/client/mod/hud/ActionBar.java	ActionBar	arg,field,flag,method,number,value
83	com/moonsworth/lunar/client/highlight/mixin/gui/HighlightBase.java	HighlightBase	field,method,number,obj,value
83	com/moonsworth/lunar/client/framework/feature/saturation/Saturation.java	Saturation	field,flag,method,number,value
83	com/moonsworth/lunar/client/framework/feature/rewind/RewindIterator_2.java	RewindIterator_2	field,flag,method,number
83	com/moonsworth/lunar/client/framework/feature/nickhider/NickhiderImpl.java	NickhiderImpl	arg,field,method,number,obj,text,value
83	com/moonsworth/lunar/client/framework/feature/mod/holograms/GuiRewindhandlersHandler26.java	GuiRewindhandlersHandler26	arg,field,method,number,obj,text,value
83	com/moonsworth/lunar/client/framework/feature/lightoverlay/LightoverlayHandler3.java	LightoverlayHandler3	field,method,number,value
82	net/minecraft/world/gen/ChunkProviderHell.java	ChunkProviderHell	flag,i,j,k
82	com/moonsworth/lunar/genesis/MixinHelper32_5.java	MixinHelper32_5	field,method,number,text
82	com/moonsworth/lunar/forge/lib/guava/base/Splitter.java	Splitter	flag,number,text
82	com/moonsworth/lunar/forge/lib/InputStreamBase2_3.java	InputStreamBase2_3	field,method,number
82	com/moonsworth/lunar/client/mod/render/StorageOverlay.java	StorageOverlay	arg,field,method
82	com/moonsworth/lunar/client/mod/hud/SkyblockSkillGlobeHud.java	SkyblockSkillGlobeHud	field,flag,method,value
82	com/moonsworth/lunar/client/markers/mixin/gui/mixin/GuiExtension.java	GuiExtension	flag,method,text
82	com/moonsworth/lunar/client/lighting/nameplate/Nameplate4Task.java	Nameplate4Task	field,flag,method,text
82	com/moonsworth/lunar/client/framework/feature/tiertagger/Tiertagger2.java	Tiertagger2	arg,field,method,text
82	com/moonsworth/lunar/client/framework/feature/mod/holograms/mixin/GuiRewindhandlersHandler24.java	GuiRewindhandlersHandler24	field,method,number,value
82	com/moonsworth/lunar/client/Highlight3Iterator31.java	Highlight3Iterator31	field,flag,method,number,obj,value
81	com/moonsworth/lunar/mixin/mixin/TessellatorMixin.java	TessellatorMixin	method,number,value
81	com/moonsworth/lunar/legacy/wrapper/Wrapper2$Data.java	Wrapper2$Data	field,flag,method,number,value
81	com/moonsworth/lunar/forge/lib/guava/primitives/Bytes.java	Bytes	number,obj
81	com/moonsworth/lunar/forge/lib/CloseableImpl.java	CloseableImpl	field,method,number
81	com/moonsworth/lunar/client/util/click/Click5.java	Click5	field,method,number
81	com/moonsworth/lunar/client/util/click/BridgeExtension3.java	BridgeExtension3	field,flag,method,number,value
81	com/moonsworth/lunar/client/mod/render/SkyblockInactiveEffigyDisplay.java	SkyblockInactiveEffigyDisplay	field,flag,method,text
81	com/moonsworth/lunar/client/mod/render/MobSize.java	MobSize	field,method,text,value
81	com/moonsworth/lunar/client/inactive/rewindhandlers/IBoneSerializer.java	IBoneSerializer	field,flag,text,value
81	com/moonsworth/lunar/client/framework/feature/quickplay/mixin/Calculator2Updater.java	Calculator2Updater	field,flag,method,number,text,value
81	com/moonsworth/lunar/client/framework/feature/quickplay/mixin/Bridge7Iterator.java	Bridge7Iterator	field,method,number,value
81	com/moonsworth/lunar/client/framework/feature/keystrokes/Keystrokes19Impl3.java	Keystrokes19Impl3	flag,method,number,value
81	com/moonsworth/lunar/client/fog/mixin/Gui2Handler.java	Gui2Handler	field,flag,method,number,text
80	net/minecraft/world/gen/MapGenCaves.java	MapGenCaves	flag,i,j,k
80	com/moonsworth/lunar/legacy/wrapper/ShaderBridgeImpl.java	ShaderBridgeImpl	field,flag,method,value
80	com/moonsworth/lunar/ichor/MixinMisc4.java	MixinMisc4	field,flag,method,obj,text
80	com/moonsworth/lunar/forge/lib/guava/collect/LinkedListMultimap.java	LinkedListMultimap	number,obj,value
80	com/moonsworth/lunar/forge/lib/guava/collect/GeneralRange.java	GeneralRange	flag,number,obj,value
80	com/moonsworth/lunar/forge/lib/MixinHelper3246.java	MixinHelper3246	field,method,number
80	com/moonsworth/lunar/forge/lib/MixinHelper3243.java	MixinHelper3243	field,method,number
80	com/moonsworth/lunar/forge/lib/FilterInputStreamLoader_2.java	FilterInputStreamLoader_2	field,flag,method,number
80	com/moonsworth/lunar/client/util/MethodSpec.java	MethodSpec	field,flag,method,number,text
80	com/moonsworth/lunar/client/mod/misc/TurboRenderingDebugMod.java	TurboRenderingDebugMod	arg,field,flag,method,text,value
80	com/moonsworth/lunar/client/mod/combat/HitColor.java	HitColor	field,method,number,value
80	com/moonsworth/lunar/client/inactive/rewindhandlers/Rewindhandlers3.java	Rewindhandlers3	field,flag,method,value
80	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms3_4.java	Holograms3_4	method,value
79	net/minecraft/world/gen/NoiseGeneratorImproved.java	NoiseGeneratorImproved	i,j,k
79	com/moonsworth/lunar/legacy/mixin/ChunkMixin2.java	ChunkMixin2	flag,method,number
79	com/moonsworth/lunar/genesis/MixinHelper6332.java	MixinHelper6332	method,value
79	com/moonsworth/lunar/genesis/MixinHelper4$Data13.java	MixinHelper4$Data13	field,method,number,text
79	com/moonsworth/lunar/forge/lib/guava/util/concurrent/Striped.java	Striped	number,obj
79	com/moonsworth/lunar/forge/lib/guava/util/concurrent/RateLimiter.java	RateLimiter	number,obj,value
79	com/moonsworth/lunar/forge/lib/guava/net/HostAndPort.java	HostAndPort	flag,number,obj,text
79	com/moonsworth/lunar/forge/lib/guava/escape/UnicodeEscaper.java	UnicodeEscaper	number,text
79	com/moonsworth/lunar/forge/lib/MixinExtra10Loader3.java	MixinExtra10Loader3	arg,field,method,number,obj,text
79	com/moonsworth/lunar/client/util/ThreadModuleDump56.java	ThreadModuleDump56	field,flag,method,number,obj,text
79	com/moonsworth/lunar/client/mod/render/SkyblockEggWaypoints.java	SkyblockEggWaypoints	field,flag,method,text
79	com/moonsworth/lunar/client/mod/player/SkyblockHideChumBuckets.java	SkyblockHideChumBuckets	arg,field,method,text,value
79	com/moonsworth/lunar/client/mod/misc/SkyblockDnaAnalyzerSolver.java	SkyblockDnaAnalyzerSolver	field,flag,method,number,text
79	com/moonsworth/lunar/client/markers/Bridge7Handler.java	Bridge7Handler	field,flag,method,number,value
79	com/moonsworth/lunar/client/lighting/nameplate/mixin/NameplateImpl6.java	NameplateImpl6	field,flag,method,number,obj,value
79	com/moonsworth/lunar/client/lighting/nameplate/mixin/NameplateImpl5.java	NameplateImpl5	field,flag,method,number,obj,value
79	com/moonsworth/lunar/client/lighting/nameplate/mixin/NameplateImpl4.java	NameplateImpl4	field,flag,method,number,obj,value
79	com/moonsworth/lunar/client/lighting/nameplate/mixin/NameplateImpl3.java	NameplateImpl3	field,flag,method,number,obj,value
79	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/Nameplate3.java	Nameplate3	field,flag,method,number,text,value
79	com/moonsworth/lunar/client/fov/Fov_2.java	Fov_2	arg,field,method,text,value
79	com/moonsworth/lunar/client/Highlight3Iterator3.java	Highlight3Iterator3	arg,field,flag,method,number,obj,text,value
78	net/minecraft/world/gen/structure/StructureStrongholdPieces.java	StructureStrongholdPieces	i,j,k
78	com/moonsworth/lunar/legacy/mixin/EntityLivingBaseEventMixin.java	EntityLivingBaseEventMixin	arg,flag,method,number,obj,value
78	com/moonsworth/lunar/genesis/MixinHelper63332.java	MixinHelper63332	flag,method,obj,value
78	com/moonsworth/lunar/forge/lib/guava/hash/BloomFilterStrategies.java	BloomFilterStrategies	flag,number,obj,value
78	com/moonsworth/lunar/client/mod/render/StaffXray.java	StaffXray	field,flag,method,text
78	com/moonsworth/lunar/client/mod/misc/SkyblockDungeonBatHelper.java	SkyblockDungeonBatHelper	arg,field,method
78	com/moonsworth/lunar/client/mod/misc/DynamiclistenerDebugMod.java	DynamiclistenerDebugMod	arg,field,flag,method,obj,text
78	com/moonsworth/lunar/client/mod/hud/SkyblockKeyGuardianTimer.java	SkyblockKeyGuardianTimer	field,method,number
78	com/moonsworth/lunar/client/mod/hud/SkyblockArrowPoisonHud.java	SkyblockArrowPoisonHud	field,flag,method,number,text
78	com/moonsworth/lunar/client/framework/feature/pkg/Pkg2_2.java	Pkg2_2	field,flag,method,number,value
78	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms7.java	Holograms7	arg,field,method,number,value
78	com/moonsworth/lunar/client/framework/feature/markers/mixin/Markers2.java	Markers2	arg,field,flag,method,text
77	net/minecraft/server/management/PlayerManager.java	PlayerManager	i,j,k
77	com/moonsworth/lunar/legacy/mixin/AbstractTextureMixin.java	AbstractTextureMixin	flag,method,number
77	com/moonsworth/lunar/genesis/MixinHelper623333.java	MixinHelper623333	field,method,obj,value
77	com/moonsworth/lunar/forge/lib/guava/collect/CompactHashing.java	CompactHashing	number,obj
77	com/moonsworth/lunar/forge/lib/CloseableIterator.java	CloseableIterator	field,method,number
77	com/moonsworth/lunar/client/keystrokes/Highlight3Iterator.java	Highlight3Iterator	arg,field,flag,method
